<<<<<<< HEAD
²£«~¥N¸¹,¼tµP,«~¦W,¸Ô²Ó,³æ»ù,Åé¿n,­«¶q,ºØÃş½s¸¹,ºØÃş
8-10,¥ß¹y,¥¤¯ù¯»ªF¤èµH­»¯QÀs¶q³c¥],19g*18¤J/¥],129,3565,342,H1,¨Rªw
8-11,¥ß¹y,¥¤¯ù¯»­^¦¡¸g¨å³U¸Ë,17.5g*18¤J/¥],135,3565,315,H1,¨Rªw
8-12,¥ß¹y,¥¤¯ù¯»­ì¨ı¶q³c¥],20g*24¤J/¥],130,3565,480,H1,¨Rªw
8-13,¥ß¹y,¥¤¯ù¯»­ì¨ıÅø¸Ë,450g,115,1173.25,450,H1,¨Rªw
8-14,¥ß¹y,¥¤¯ù¯»´ä¦¡ÀpÀm©@°Ø¥¤¯ù¶q³c¥],18.5g*16,135,3565,296,H1,¨Rªw
8-15,§B®Ô,3¦X1¥¤¯ù,15g*30¥],99,3680,450,H1,¨Rªw
8-16,§B®Ô,¥¤¯ù3¦X1,17g*45¥]/³U,135,3680,765,H1,¨Rªw
8-17,®Û®æ,¥_®ü¹DÂA¥¤¯ù,26G*12,89,3318,312,H1,¨Rªw
8-18,°¨¥É¤s,©Ùºñ¥¤¯ù,20g*16¥]/³U,97,3630,320,H1,¨Rªw
8-19,°¨¥É¤s,¬´­»¬õ¥¤¯ù,20g*16¥]/³U,100,3630,320,H1,¨Rªw
8-20,¸q¬ü,¸g¨å­^¦¡¥¤¯ù,18g*18¥]/³U,110,3816,324,H1,¨Rªw
8-21,¸q¬ü,¸g¨å­ì¨ı¥¤¯ù,18g*18¥]/³U,105,3816,324,H1,¨Rªw
8-22,¼s¦N,¥xÆW¯ù«~¶°-¤é¤ë¼æ¥¤¯ù,20g*12¤J,119,3795,240,H1,¨Rªw
8-23,¼s¦N,¥xÆW¯ù«~¶°-«n§ë­á³»¯QÀs¥¤¯ù,20g*12¤J,99,3795,240,H1,¨Rªw
8-24,¼s¦N,ªk¦¡­»¯ó¥¤¯ù,,198,3795,240,H1,¨Rªw
8-25,¼s¦N,¼Ú¦¡¥¤¯ù,,178,3795,240,H1,¨Rªw
8-26,¼¯¥d,²{¦b³Ì¦n¥¤¯ù,18g*24¥],92,4048,432,H1,¨Rªw
8-27,¼¯¥d,²{¦b³Ì¦n¥©§J¤O­·¨ı¥¤¯ù,18g*22¥]/³U,95,4048,432,H1,¨Rªw
8-28,¼¯¥d,²{¦b³Ì¦n­»³Á¥¤¯ù,18g*24¥]/³U,96,4048,432,H1,¨Rªw
8-29,¥x¿},¥Õ¤­Ä_,30g*15¥]/³U,109,3816,450,H1,¨Rªw
8-30,¥x¿},¦³¾÷¶ÂÄ_½\¯»,30g*10¥]/²°,143,3816,450,H1,¨Rªw
8-31,¥x¿},¬õ¤­Ä_,30g*15¥]/³U,109,3816,450,H1,¨Rªw
8-32,¥x¿},¶Â¤­Ä_(·s),30g*15¥]/³U,113,3816,450,H1,¨Rªw
8-33,®Û®æ,¶W¯Å¥_®ü¹D-°íªG,30G*10¤J/³U,111,3318,300,H1,¨Rªw
8-34,®Û®æ,¶W¯Å¥_®ü¹D-´î¿},30G*10¤J/³U,104,3318,300,H1,¨Rªw
8-35,®Û®æ,¶W¯Å¥_®ü¹D-ÂA¥¤,30G*10¤J/³U,99,3318,300,H1,¨Rªw
8-36,®Û®æ,¶W¯ÅµL¿}½\¬Ã¤Q¤»½\,28G*10/³U,95,3318,280,H1,¨Rªw
8-37,®Û®æ,¶W¯ÅµL¿}½\¬Ã¥È¦Ì,28G*10¤J/³U,115,3318,280,H1,¨Rªw
8-38,®Û®æ,¶Â½\¬ÃÄ_½\ºë,32g*12¥]/³U,98,3318,384,H1,¨Rªw
8-39,®Û®æ,âB¬Ãµµ¦Ìµµ¤sÃÄ½¬ÃÂ,28g*12¥]/³U,94,3318,336,H1,¨Rªw
8-40,®Û®æ,½\¬Ã¤sÃÄ¦Ê¦Xíõ¤¯,28g*12¥]/³U,89,3318,336,H1,¨Rªw
8-41,®Û®æ,½\¬Ã°íªG¦h¦h-ªQ¤l°íªG,30g*12¥]/³U,89,3318,360,H1,¨Rªw
8-42,®Û®æ,½\¬Ã°íªG¦h¦h-°íªGªÛ³Â½k,30g*12¥]/³U,85,3318,360,H1,¨Rªw
8-43,®Û®æ,½\¬ÃµL¿}®Ö®ç°íªG,27g*12¥]/³U,85,3318,324,H1,¨Rªw
8-44,®Û®æ,½\¬ÃµL¿}°·±d¥ş½\À\,25g*12¥]/³U,94,3318,300,H1,¨Rªw
8-45,®Û®æ,ÂAâB¤ı-¤­ºØ°·±d¨§,38g*10¥]/³U,86,3318,380,H1,¨Rªw
8-46,®Û®æ,ÂAâB¤ı-¤­ºØ°·±dÛ£,26g*10¥]/³U,95,3318,260,H1,¨Rªw
8-47,®Û®æ,ÂAâB¤ı-²ùªG¦h,30g*10¥]/³U,86,3318,300,H1,¨Rªw
8-48,°¨¥É¤s,¦B¿}§ö¤¯¯ù,30g*14¥]/³U,89,3696,420,H1,¨Rªw
8-49,°¨¥É¤s,°ªÅÖ¤sÃÄ¦h½\½­µæµ°,35g¡Ñ12pcs¥],99,3696,420,H1,¨Rªw
8-50,°¨¥É¤s,°ªÅÖ½­µæ­FªŞ,35g*12¥]/³U,109,3696,420,H1,¨Rªw
8-51,°¨¥É¤s,¶Â¨§¥şâB´ş¾iÀ\,30g*14¥]/³U,99,3696,420,H1,¨Rªw
8-52,°¨¥É¤s,¶Â¨§¦h½\¾i¥Í¶¼,30g¡Ñ14pcs¥],99,3696,420,H1,¨Rªw
8-53,°¨¥É¤s,¶ÂªÛ³Â½k,30g*14¥]/³U,99,3696,420,H1,¨Rªw
8-54,°¨¥É¤s,ºdªG§ö¤¯¯ù,30g*13¥]/³U,96,3696,390,H1,¨Rªw
8-55,°¨¥É¤s,½­µæ¦h½\³Á­FªŞ,35g¡Ñ12pcs¥],109,3696,420,H1,¨Rªw
8-56,¸q¬ü,¦B¿}§ö¤¯¯ù,30g*14¥]/³U,119,3816,420,H1,¨Rªw
8-57,¸q¬ü,¶ÂªÛ³Â½k,30g*13¥]/³U,109,3816,390,H1,¨Rªw
8-58,¸q¬ü,ºdªG§ö¤¯¯ù,30g*13¥]/³U,109,3816,390,H1,¨Rªw
8-59,¸q¬ü,¿P³Áíõ¤¯¼ß,30g*14¥]/³U,110,3816,420,H1,¨Rªw
8-60,¸U·³µP,¤¸®ğ°íªG¶¼-§ö¤¯°íªG¶¼,28g*12¥]/³U,98,4356,336,H1,¨Rªw
8-61,¸U·³µP,¤¸®ğ°íªG¶¼-ªQ¤l°íªG¶¼,28g*12¥]/³U,109,4356,336,H1,¨Rªw
8-62,¸U·³µP,¤¸®ğ°íªG¶¼-ªÛ³Â°íªG¶¼,28g*12¥]/³U,97,4356,336,H1,¨Rªw
8-63,¸U·³µP,¤¸®ğ°íªG¶¼-¸yªG°íªG¶¼,28g*12¥]/³U,94,4356,336,H1,¨Rªw
8-64,¸U·³µP,¿P³Á°íªG¶¼-®ü­a©ø¥¬¿P³Á,32g*10¥]/³U,103,4356,320,H1,¨Rªw
8-65,¸U·³µP,¿P³Á°íªG¶¼-°íªGÅÖ½­¿P³Á,32g*10¥]/³U,119,4356,320,H1,¨Rªw
8-66,¼s¦N,°íªG¶¼-«n¥Ê¤lµµ¦Ì,30g*10¥],89,4174.5,300,H1,¨Rªw
8-67,¼s¦N,°íªG¶¼-®L«Â¦i§ö¤¯,30g*10¥]/³U,82,4174.5,300,H1,¨Rªw
8-68,¼s¦N,°íªG¶¼-®Ö®ç¶Â¤­¬Ã,30g*10¥]/³U,89,4174.5,300,H1,¨Rªw
8-69,¼s¦N,°íªG¶¼-¸yªG¤sÃÄ,30g*10¥],89,4174.5,300,H1,¨Rªw
8-70,¼s¦N,´î¿}¤sÃÄ¶Â¨§,30g*10¥]/³U,95,4174.5,300,H1,¨Rªw
8-71,¼s¦N,´î¿}¦B¿}§ö¤¯,30g*10¥]/³U,71,4174.5,300,H1,¨Rªw
8-72,¼s¦N,´î¿}¶Â¤­¬Ã,30g*10¥]/³U,69,4174.5,300,H1,¨Rªw
8-73,¼s¦N,´î¿}¿P³Áíõ¤¯,30g*10¥]/³U,75,4174.5,300,H1,¨Rªw
8-74,ëR¶é,¤sÃÄíõ¤¯¯»,30g*12¤J/¥],79,3509,360,H1,¨Rªw
8-75,ëR¶é,¥P¯óÀt­d»I,15g*10¥]/³U,89,3509,150,H1,¨Rªw
8-76,ëR¶é,¥»¯óÀç¾i¨§¼ß¯»,25 ¤½§J*36/²°,270,3509,900,H1,¨Rªw
8-77,ëR¶é,¦Ê¦X§ö¤¯¯»,25g*16¥]/³U,89,3509,400,H1,¨Rªw
8-78,ëR¶é,¶Â¤­½\¨§¼ß,25g*12¥]/³U,89,3509,300,H1,¨Rªw
8-79,ëR¶é,½¬ÃÂªÛ³Â½k,30g*10¥]/³U,89,3509,300,H1,¨Rªw
9-1,·R¤§¨ı,ÂA¨ı¯Ü¥Ê,170g²~,30,338,170,I1,ÅøÀY
9-2,·R¤§¨ı,«C¯Üµæ¤ß,180g²~,36,338,180,I1,ÅøÀY
9-3,·R¤§¨ı,³ı©³½®¥Ê,140gÅø,35,242,140,I1,ÅøÀY
9-4,¤j­Z,¥®±ø¥Ê,170g²~,28,338,170,I1,ÅøÀY
9-5,¤j­Z,¶Â¥Ê,170g²~,29,338,170,I1,ÅøÀY
9-6,¤j­Z,¶Â¥Ê,375g/²~,38,549.25,375,I1,ÅøÀY
9-7,¤j­Z,¶Â¥Ê,170gÅø,26,269.5,170,I1,ÅøÀY
9-8,¤j­Z,½®¥Ê,120g²~,30,257.125,120,I1,ÅøÀY
9-9,¤j­Z,µæ¤ß,375g/²~,45,549.25,375,I1,ÅøÀY
9-10,¤j­Z,¥®±ø¥Ê,375g/²~,45,549.25,375,I1,ÅøÀY
9-11,ª÷Äõ,­»Û£¯À¥Ê¥J¦×,370g²~,45,549.25,370,I1,ÅøÀY
9-12,ª÷Äõ,¤pµæ¤ß,396g²~,48,549.25,396,I1,ÅøÀY
9-13,ª÷Äõ,¯Ü¥Ê,396g²~,35,549.25,396,I1,ÅøÀY
9-14,¶º¤Í,¯À¥Ê¥J¦×,150gÅø,26,289,150,I1,ÅøÀY
9-15,¦Pºa,¨§¹ª¬õ¿NÅÁ,100g,32,220.5,100,I2,ÅøÀY
9-16,¦Pºa,¬õ¿NÅÁ(¤@¯ë»\),100g,32,220.5,100,I2,ÅøÀY
9-17,¦Pºa,¨§¹ª¬õ¿NÅÁ©ö¶}Åø,100g,34,220.5,100,I2,ÅøÀY
9-18,¦Pºa,¯S¿ï¿NÅÁ-©ö¶}Åø,100g,34,252,100,I2,ÅøÀY
9-19,¦Pºa,»¶¨ı¿NÄC,100g,36,220.5,100,I2,ÅøÀY
9-20,·sªF¶§,®ü®·»¶¨ı­»¶pÅÁ,100g,34,225,100,I2,ÅøÀY
9-21,·sªF¶§,·sªF¶§®ü®·¨§¹ª­»¶pÅÁ,100g,39,225,100,I2,ÅøÀY
9-22,·sªF¶§,®ü®·¬õ¿N­»¶pÅÁ,100g,34,225,100,I2,ÅøÀY
9-23,ªF©M,¦n¶ı¶ı¬õ¿NÅÁ²Õ,100g,42,225,100,I2,ÅøÀY
9-24,ªF©M,¯S»s¨§¹ª¬õ¿NÅÁ,100g,39,225,100,I2,ÅøÀY
9-25,¦Ñ²îªø,¬õ¿NÅÁ(»¶¨ı),100g,36,225,100,I2,ÅøÀY
9-26,¦Ñ²îªø,¬õ¿NÅÁ-©ö¶}Åø,100g,34,225,100,I2,ÅøÀY
9-27,¦Ñ²îªø,¨§¹ªÅÁ-©ö¶}Åø,100g,31,225,100,I2,ÅøÀY
9-28,¥x¿},­»»¶¬õ¿NÅÁ,100g,32,225,100,I2,ÅøÀY
9-29,¥x¿},¨§³a¬õ¿NÅÁ³½,100g,38,225,100,I2,ÅøÀY
9-30,¥x¿},¬õ¿NÄC,100g,33,225,100,I2,ÅøÀY
9-31,¬õÆNµP,¤é¦¡»Z¿NÅÁ,100g,39,225,100,I2,ÅøÀY
9-32,¬õÆNµP,¬õ¿NÅÁ-©ö¶}Åø,100g,38,225,100,I2,ÅøÀY
9-33,¬õÆNµP,­»»¶¬õ¿NÅÁ,100g,39,225,100,I2,ÅøÀY
9-34,¬õÆNµP,¨§¹ªÅÁ-©ö¶}Åø,100g,38,225,100,I2,ÅøÀY
9-35,»·¬v,ÂC³½¤ù,110g,30,196.875,110,I2,ÅøÀY
9-36,»·¬v,¥É¦ÌÂC³½¤T©úªv,110g,31,196.875,110,I2,ÅøÀY
9-37,»·¬v,¤T©úªvÂC³½,110g,33,196.875,110,I2,ÅøÀY
9-38,»·¬v,ÂC³½¤ù,185g,38,288,185,I2,ÅøÀY
9-39,»·¬v,ÂC³½¤ù-¤ôµN,185g,45,288,185,I2,ÅøÀY
9-40,»·¬v,ÂC³½Åø-¤ôµN,90g,33,147.875,90,I2,ÅøÀY
9-41,»·¬v,°¨¹aÁ¦ÂC³½,110g,35,196.875,110,I2,ÅøÀY
9-42,»·¬v,¯Üµ«ÂC³½,175g,41,288,175,I2,ÅøÀY
9-43,»·¬v,ºÒ¯NÂC³½,110g,33,196.875,110,I2,ÅøÀY
9-44,¬õÆNµP,®ü©³Âû¤ôµN,170g,55,225,170,I2,ÅøÀY
9-45,¬õÆNµP,®ü©³Âû,170g,51,225,170,I2,ÅøÀY
9-46,¦Pºa,ÂC³½,185g,54,225,185,I2,ÅøÀY
9-47,¦Pºa,­»µ«ÂC³½,170g,37,225,170,I2,ÅøÀY
9-48,ªF©M,¦n¶ı¶ıÂA¼´ÂC³½¤ù,150g,48,196.875,150,I2,ÅøÀY
9-49,ªF©M,¦n¶ı¶ıÅÖÄRÂC³½¤ù,150g,48,196.875,150,I2,ÅøÀY
9-50,¤j­Z,¥®µ«,170g²~,26,269.5,170,I3,ÅøÀY
9-51,¤j­Z,¥®µ«,350g²~,42,549.25,350,I3,ÅøÀY
9-52,·R¤§¨ı,¬Ã«O¥Éµ«,120g²~,34,257.125,120,I3,ÅøÀY
9-53,ª÷Äõ,µ«¯ñ,340g²~,45,549.25,340,I3,ÅøÀY
9-54,¶º¤Í,¬õ¿Tµ«¦y,150g,26,289,150,I3,ÅøÀY
9-55,¶º¤Í,¬ÃÛ£,150gÅø,23,289,150,I3,ÅøÀY
9-56,¶º¤Í,¯óÛ£,425gÅø,30,646.875,425,I3,ÅøÀY
9-57,¥x¿},¦w¤ß³b½Ş¦×Âæ-¤­­»,160g*3Åø/²Õ,128,867,480,I4,ÅøÀY
9-58,¥x¿},¦w¤ß³b½Ş¦×Âæ-­»»¶,160g*3Åø/²Õ,128,867,480,I4,ÅøÀY
9-59,«C¸­,¤jÂP¦×¶º,150*3Åø/²Õ,72,843.75,450,I4,ÅøÀY
9-60,²Î¤@,¦×Àê­·¨ıÂæ,737g/Åø,195,4356,737,I4,ÅøÀY
9-61,·sªF¶§,­ì¨ı¦×Âæ,160g*3Åø/²Õ,105,843.75,480,I4,ÅøÀY
9-62,·sªF¶§,»¶¨ı¦×Âæ,160g*3Åø/²Õ,110,843.75,480,I4,ÅøÀY
9-63,»·¬v,¹Å¸qÂû¦×¶º®Æ,110g*3Åø/²Õ,93,590.625,330,I4,ÅøÀY
9-64,¼s¹F­»,­»»¶¦×Âæ,160g*3Åø/²Õ,111,843.75,480,I4,ÅøÀY
9-65,¤j­Z,¤j¤g¨§ÄÑµ¬,170g*3Åø,69,808.5,510,I5,ÅøÀY
9-66,ª÷Äõ,ªá¥ÍÄÑµ¬,380g*2 ²~/²Õ,99,1098.5,760,I5,ÅøÀY
9-67,ª÷Äõ,­»Û£ÄÑµ¬,380g*2 ²~/²Õ,97,1098.5,760,I5,ÅøÀY
9-68,«C¸­,¤g¨§ÄÑµ¬,170g*3Åø/²Õ,55,539,510,I5,ÅøÀY
9-69,«C¸­,¶W¢ßÄÑµ¬,170g*3Åø/²Õ,55,539,510,I5,ÅøÀY
9-70,«a­x,ªá¥ÍÄÑµ¬,170¤½§J*3Åø/²Õ,58,808.5,510,I5,ÅøÀY
9-71,¶º¤Í,ª÷Û£ÄÑµ¬,150g*3,69,867,450,I5,ÅøÀY
9-72,¶º¤Í,¶º¤Í¶}¨ı¤TÄ_,150g*3Åø/²Õ,70,867,450,I5,ÅøÀY
9-73,·R¤§¨ı,¤g¨§ÄÑµ¬,170g*3Åø/²Õ,95,1176,510,I5,ÅøÀY
10-1,¤j¦è¬v,Ä«ªG¦è¥´,2000mlÅø,40,3569.5,528,J1,¶¼«~
10-2,¥i¤f¥i¼Ö,­ì¨ı,2000mlÅø,41,3000,588,J1,¶¼«~
10-3,¥i¤f¥i¼Ö,Zero,2000mlÅø,41,3000,533,J1,¶¼«~
10-4,¥i¤f¥i¼Ö,­»¯ó,2000mlÅø,41,3000,632,J1,¶¼«~
10-5,ªâ¹F,¾ï¤l¨T¤ô,2000mlÅø,41,2950,641,J1,¶¼«~
10-6,³·ºÑ,¨T¤ô,2000ml²~,41,3000,876,J1,¶¼«~
10-7,¦Ê¨Æ,¥i¼Ö,2000mlÅø,39,3569.5,877,J1,¶¼«~
10-8,ª÷¨®,¶ø§Q¦h¤ô,2000mlÅø,34,3569.5,641,J1,¶¼«~
10-9,¶ÂªQ,¨F¤h,2000mlÅø,42,3569.5,869,J1,¶¼«~
10-10,¶ÂªQ,¨F¤h-¥[ÆQ,2000mlÅø,42,3569.5,726,J1,¶¼«~
10-11,¶ÂªQ,¨T¤ô,2000mlÅø,42,3569.5,810,J1,¶¼«~
10-12,ºû¤j¤O,¨T¤ô,2000mlÅø,37,3569.5,840,J1,¶¼«~
10-13,ºû¥LÅSP,¨T¤ô,2000mlÅø,37,3569.5,1000,J1,¶¼«~
10-14,¥j¹D, ¦Ê­»ºñ¯ù ,2000ml/²~,38,2700,775,J2,¶¼«~
10-15,¥j¹D, ºñ¯ù-­[²ú­» ,2000ml/²~,38,2700,759,J2,¶¼«~
10-16,¥j¹D, ±ö¤lºñ¯ù ,2000ml/²~,35,2700,778,J2,¶¼«~
10-17,®®¤ó, ¤é¦¡ºñ¯ù-µL¿} ,2000ml/²~,34,2422.5,653,J2,¶¼«~
10-18,®®¤ó, ªo¤Áºñ¯ù ,2000ml/²~,34,2422.5,732,J2,¶¼«~
10-19,®®¤ó, ±ö¤lºñ¯ù ,2000ml/²~,34,2422.5,556,J2,¶¼«~
10-20,®®¤ó, ¯ùªáºñ¯ù ,2000ml/²~,34,2422.5,598,J2,¶¼«~
10-21,®®¤ó, Äq¬uºñ¯ù ,2000ml/²~,33,2422.5,936,J2,¶¼«~
10-22,®®¤ó, ÂfÂc¬õ¯ù ,2000ml/²~,34,2422.5,635,J2,¶¼«~
10-23,®®¤ó, Äq¬u¶Àª÷¯QÀs¯ù-µL¿} ,2000ml/²~,34,2422.5,500,J2,¶¼«~
10-24,®®¤ó, ¥Õ²@¯QÀs¯ù ,2000ml/²~,34,2422.5,980,J2,¶¼«~
10-25,®®¤ó, «C¯ó¯ù ,2000ml/²~,34,2422.5,640,J2,¶¼«~
10-26,®®¤ó, ³Á¥J¯ù ,2000ml/²~,34,2422.5,647,J2,¶¼«~
10-27,®õ¤s,¤KÄ_µ°,375g*6Åø/²Õ,133,2592,2250,J3,¶¼«~
10-28,®õ¤s,¥P¯ó»e,330g*6Åø/²Õ,82,2592,1980,J3,¶¼«~
10-29,®õ¤s,¥xÆWªá¥Í´ö,330g*6¤J/²Õ,161,2592,1980,J3,¶¼«~
10-30,®õ¤s,ªá¥Í¤¯´ö,320g*6Åø/²Õ,159,2592,1920,J3,¶¼«~
10-31,®õ¤s,¬Ã¯]íõ¤¯õW,330g*6Åø/²Õ,153,2592,1980,J3,¶¼«~
10-32,®õ¤s,¬õ¤KÄ_,340g*6Åø/²Õ,154,2592,2040,J3,¶¼«~
10-33,®õ¤s,®õ¤s¥P¯ó­á,255g*6Åø/²Õ,130,2592,1350,J3,¶¼«~
10-34,®õ¤s,µµ¦Ì¬õ¨§´ö,330g*6Åø/²Õ,149,2592,1980,J3,¶¼«~
10-35,®õ¤s,µµ¦Ìíõ¤¯¤KÄ_µ°,255g*6Åø/²Õ,131,2592,1530,J3,¶¼«~
10-36,®õ¤s,¶Â¤KÄ_,340g*6Åø/²Õ,130,2592,2040,J3,¶¼«~
10-37,®õ¤s,ºñ¨§·¦ªG´ö,330g*6Åø/²Õ,135,2592,1980,J3,¶¼«~
10-38,·R¤§¨ı,¤¦ªF¬õ±s¿¯°^µ°,340g*6Åø²Õ,155,2592,2040,J3,¶¼«~
10-39,·R¤§¨ı,¤û¥¤ªá¥Í,340g*6Åø/²Õ,179,2592,2040,J3,¶¼«~
10-40,·R¤§¨ı,§¬§¬¬õ¨§¯»ã_,260g*6Åø/²Õ,125,2408.25,1560,J3,¶¼«~
10-41,·R¤§¨ı,§¬§¬²¢¤KÄ_,260g*6Åø/²Õ,125,2408.25,1560,J3,¶¼«~
10-42,·R¤§¨ı,¨RÃ·¶Â¤KÄ_,340g*6²~/²Õ,151,2592,2040,J3,¶¼«~
10-43,·R¤§¨ı,²¢¤KÄ_,380g*6Åø/²Õ,130,2592,2280,J3,¶¼«~
10-44,·R¤§¨ı,ºñ¨§·N¤H²n,340g*6Åø/²Õ,172,2592,2040,J3,¶¼«~
10-45,·R¤§¨ı,íõ¤¯Ä_,340g*6Åø/²Õ,172,2592,2040,J3,¶¼«~
10-46,¤È¦Z®É¥ú,¤ı«ÇªüÂÄ©i¥¤¯ù,250ml*6¥]/²Õ,51,1704.675,660,J4,¶¼«~
10-47,¤È¦Z®É¥ú,¥¤­»¯QÀs,250ml*6¥]/²Õ,49,1824,660,J4,¶¼«~
10-48,¤È¦Z®É¥ú,¥¤­»ºñ¯ù,250ml*6¥]/²Õ,43,1824,660,J4,¶¼«~
10-49,¥Í¬¡,ªwªj¦Ê­»ºñ¯ù,250ml*6¥]/²Õ,38,1824,660,J4,¶¼«~
10-50,¥Í¬¡,ªwªjªá¯ù,250ml*6¥]/²Õ,38,1824,660,J4,¶¼«~
10-51,¥Í¬¡,ªwªj¬õ¯ù,250ml*6¥]/²Õ,48,1824,660,J4,¶¼«~
10-52,¥Í¬¡,ªwªjºñ¯ù,250ml*6¥]/²Õ,49,1824,660,J4,¶¼«~
10-53,¥Í¬¡,ªwªjºñ¯ù,250ml*6¥]/²Õ,49,1824,660,J4,¶¼«~
10-54,¥ß¹y,¥¤¯ù,250ml*6¥]/²Õ,45,1824,660,J4,¶¼«~
10-55,¥ß¹y,¥¤¯ù¥©§J¤O,250ml*6¥]/²Õ,43,1824,660,J4,¶¼«~
10-56,¥ß¹y,ÂAºy¥¤ºñ,250ml*6¥]/²Õ,43,1824,660,J4,¶¼«~
10-57,¥ß¹y,ÂfÂc¯ù,250ml*6¥]/²Õ,41,1824,660,J4,¶¼«~
10-58,¥ú¬u,¥¿ÉÜ¥V¥Ê¯ù,250ml*6¥]/²Õ,56,1824,660,J4,¶¼«~
10-59,¥ú¬u,­[²ú¯ù¶é-­[­»¬c¯ù,245ml*6¥]/²Õ,42,1824,411,J4,¶¼«~
10-60,¥ú¬u,­[²ú¯ù¶é-»e¯ù,245ml*6¥]/²Õ,40,1824,366,J4,¶¼«~
10-61,¥ú¬u,­[²úºñ¯ù,245ml*6¥]/²Õ,45,1824,702,J4,¶¼«~
10-62,¥ú¬u,¾J¬õ¯ù(·L²¢),250ml*6¥]/²Õ,38,1824,406,J4,¶¼«~
10-63,¥ú¬u,¾Jºñ¯ù(·L²¢),250ml*6¥]/²Õ,42,1824,761,J4,¶¼«~
10-64,ªüÂÄ©i,¥¤¯ù,250ml*6¥]/²Õ,42,1750.28,472,J4,¶¼«~
10-65,ªüÂÄ©i,¥¤¯ù,350ml*6¥]/²Õ,84,1184.65,531,J4,¶¼«~
10-66,²Î¤@,³Á­»¥¤¯ù,250ml*6¥]/²Õ,46,1824,525,J4,¶¼«~
10-67,²Î¤@,³Á­»¬õ¯ù,250ml*6¥]/²Õ,43,1824,379,J4,¶¼«~
10-68,·R¤§¨ı,³Á¥J¯ù,250ml*6¥]/²Õ,42,1824,404,J4,¶¼«~
10-69,A+COCO,·¦¬¡100%¯Â·¦¤l¤ô,330ml*6Åø/²Õ,140,4068.96,728,J5,¶¼«~
10-70,¥b¤Ñ¤ô,ÂA­å100%¯Â·¦¤l¥Ä,520ml*3Åø/²Õ,109,2034.48,699,J5,¶¼«~
10-71,¥ú¬u,¥¿ÉÜ·¨®ç¥Ä,250ml*6¥]/²Õ,46,1824,664,J5,¶¼«~
10-72,¥ú¬u,ªG¥Ä®É¨è-¨~ªİ¬h¥Ä,250ml*6¥]/²Õ,43,1824,383,J5,¶¼«~
10-73,¥ú¬u,ªG¥Ä®É¨è-¸²µå¥Ä,250ml*6¥]/²Õ,43,1824,664,J5,¶¼«~
10-74,¥ú¬u,ªG¥Ä®É¨è-Ä«ªG¥Ä,250ml*6¥]/²Õ,43,1824,451,J5,¶¼«~
10-75,¦Ñ¥_¨Ê±s«~,»Ä±ö´ö,300ml*6¥]/²Õ,63,1824,798,J5,¶¼«~
10-76,ªi»e,100%Ä«ªG¸²µå¥Ä,160ml*6¥]/²Õ,75,1140,765,J5,¶¼«~
10-77,ªi»e,¦hªG¥Ä,250ml*6¥]/²Õ,45,1824,715,J5,¶¼«~
10-78,ªi»e,ªGµæ¥ÄBCE,250ml*6¥]/²Õ,50,1824,701,J5,¶¼«~
10-79,±R¼wµo,¦³¾÷¬õ¸²µå¥Ä,295ml*4¤J/²Õ,169,2744.343,696,J5,¶¼«~
10-80,¶ÂªQ,¬h¾íC,300ml*6¥]/²Õ,50,1824,532,J5,¶¼«~
10-81,¶ÂªQ,¸²µåC,300ml*6¥]/²Õ,50,1824,776,J5,¶¼«~
10-82,¶ÂªQ,»e®çC,300ml*6¥]/²Õ,51,1824,714,J5,¶¼«~
10-83,·R¤§¨ı,²ï²ï¨È·¦¥¤,250ml*6¥]/²Õ,90,1824,748,J5,¶¼«~
10-84,¸q¬ü,¤pÄ_¦N¯Â¥Ä-¸²µå,125cc*6¥]/²Õ,62,849.024,694,J5,¶¼«~
10-85,¸q¬ü,¤pÄ_¦N¯Â¥Ä-Ä«ªG,125cc*6¥]/²Õ,62,849.024,645,J5,¶¼«~
10-86,¸q¬ü,Ä_¦N¯ÂªG¥Ä- ¬h¾íºî¦X,125ml*6¥]/²Õ,65,849.024,632,J5,¶¼«~
10-87,ÂA­å,100%¯Â·¦¤l¥Ä¦³®Æ,520ml*3Åø/²Õ,109,2034.48,529,J5,¶¼«~
10-88,ø¦·ç,BIOES100%¯Â¤ÑµM¬õ¸²µåªG¥Ä,200ml*6¥]/²Õ,119,1550.4,716,J5,¶¼«~
10-89,¤C¬P,¬õ¸²µå¨Tªw­»Âb,370ml²~,78,1943.5,419,J6,¶¼«~
10-90,¤C¬P,¥Õ¸²µå¨Tªw­»Âb,370ml²~,80,1943.5,461,J6,¶¼«~
10-91,¤C³ß,¨T¤ô,330mlÅø,72,1014,792,J6,¶¼«~
10-92,¤j¦è¬v,Ä«ªG¦è¥´,330mlÅø,79,1014,681,J6,¶¼«~
10-93,¥i¤f¥i¼Ö,Zero,330mlÅø,75,1014,496,J6,¶¼«~
10-94,¥i¤f¥i¼Ö,¥i¼Ö,330mlÅø,75,1014,762,J6,¶¼«~
10-95,³·ºÑ,³·ºÑ¨T¤ô,330mlÅø,75,1014,552,J6,¶¼«~
10-96,ªâ¹F,¾ï¤l¨T¤ô,330mlÅø,75,1014,436,J6,¶¼«~
10-97,¦Ê¨Æ,¥i¼Ö,330ccÅø,74,1014,636,J6,¶¼«~
